event_id,event_ts,plant,line,shift,machine_id,operator_id,machine_age_yrs,material_grade,temp_c,humidity_pct,process_speed_units_hr,inspection_method,defect_type,defect_severity_0to3,decision_rework,rework_time_min,final_pass,scrap,total_cycle_time_min,energy_kwh,cost_usd,warranty_claim_90d
M200818,2025-07-23 07:08:07,plant_1,line_B,swing,MC130,OP1438,4.07,grade_B,16.3,35.6,167.4,vision,none,0,0,0.0,1,0,28.6,1.32,21.69,0
M200819,2025-11-25 08:10:02,plant_3,line_A,swing,MC127,OP1230,7.0,grade_A,16.0,60.6,98.2,manual,none,0,0,0.0,1,0,26.5,1.037,20.06,0
M200820,2025-10-08 14:57:35,plant_1,line_D,swing,MC149,OP1108,9.69,grade_A,6.7,59.2,116.4,manual,none,0,0,0.0,1,0,29.0,1.453,22.01,1
M200821,2025-10-10 06:40:31,plant_1,line_A,swing,MC132,OP1322,5.99,grade_A,9.8,58.3,115.1,sensor,none,0,0,0.0,1,0,27.4,1.308,25.79,0
M200822,2025-10-17 20:17:03,plant_2,line_B,day,MC132,OP1031,4.91,grade_C,10.6,57.4,89.0,vision,none,0,0,0.0,1,0,33.2,1.397,25.15,0
M200823,2025-07-24 19:41:35,plant_2,line_C,day,MC153,OP1398,4.3,grade_A,15.9,41.1,114.2,sensor,none,0,0,0.0,1,0,28.1,1.187,26.29,0
M200824,2025-12-28 12:56:16,plant_2,line_D,swing,MC142,OP1414,6.62,grade_A,11.5,67.5,112.5,vision,none,0,0,0.0,1,0,30.5,1.307,23.11,0
M200825,2025-08-26 12:49:44,plant_2,line_D,night,MC123,OP1249,2.8,grade_A,12.1,50.6,138.6,sensor,none,0,0,0.0,1,0,30.6,1.276,28.18,0
M200826,2025-08-19 10:24:51,plant_1,line_C,swing,MC112,OP1387,3.48,grade_B,10.4,33.8,147.2,manual,none,0,0,0.0,1,0,31.8,1.51,24.12,0
M200827,2025-10-18 22:27:59,plant_3,line_C,day,MC102,OP1161,8.55,grade_C,12.0,54.5,100.5,manual,none,0,1,9.1,1,0,37.0,1.245,27.97,0
M200828,2025-10-21 15:41:27,plant_3,line_C,day,MC140,OP1289,8.33,grade_C,7.7,62.7,92.3,manual,none,0,0,0.0,1,0,22.2,1.223,16.87,0
M200829,2025-09-11 16:33:03,plant_2,line_B,day,MC125,OP1354,7.79,grade_A,7.5,48.8,109.1,manual,crack,1,1,20.7,1,0,49.7,1.556,37.56,0
M200830,2025-08-31 18:17:22,plant_2,line_D,day,MC128,OP1307,3.82,grade_A,10.8,49.1,145.3,manual,none,0,1,8.4,1,0,33.7,1.497,25.54,0
M200831,2025-07-19 00:36:19,plant_2,line_D,day,MC105,OP1231,7.18,grade_B,14.1,32.8,130.3,manual,none,0,0,0.0,1,0,29.1,1.334,22.07,0
M200832,2025-07-08 15:49:36,plant_3,line_D,night,MC125,OP1080,9.84,grade_A,22.6,26.6,98.1,vision,scratch,2,1,32.9,1,0,58.4,1.611,44.09,0
M200833,2025-07-28 02:49:37,plant_2,line_B,day,MC144,OP1089,6.98,grade_B,13.0,32.5,126.0,vision,none,0,0,0.0,1,0,31.1,1.465,23.59,0
M200834,2025-08-03 04:21:18,plant_3,line_A,swing,MC129,OP1220,8.34,grade_A,14.1,31.2,133.4,vision,none,0,0,0.0,1,0,29.9,1.416,22.68,0
M200835,2026-01-11 21:55:20,plant_1,line_B,swing,MC111,OP1096,9.28,grade_B,23.4,59.4,104.0,sensor,none,0,0,0.0,1,0,32.6,1.39,29.7,0
M200836,2025-07-21 09:11:52,plant_1,line_C,day,MC144,OP1359,4.71,grade_A,16.8,24.7,123.8,manual,finish,2,1,41.3,1,0,70.6,1.914,53.29,0
M200837,2025-08-02 21:34:00,plant_3,line_A,swing,MC118,OP1123,4.0,grade_B,18.6,26.0,108.4,sensor,scratch,3,1,49.3,0,1,74.3,1.961,141.08,0
M200838,2025-11-25 10:16:53,plant_2,line_B,day,MC134,OP1234,4.39,grade_A,10.4,67.5,137.2,vision,none,0,0,0.0,1,0,24.3,1.122,18.43,0
M200839,2025-07-27 11:44:28,plant_2,line_D,swing,MC118,OP1335,3.34,grade_B,12.0,33.2,141.9,sensor,none,0,0,0.0,0,0,32.3,1.499,29.49,0
M200840,2025-12-24 16:55:42,plant_2,line_A,day,MC115,OP1407,9.68,grade_A,17.9,68.5,133.4,manual,none,0,1,11.6,1,0,40.7,1.542,30.8,0
M200841,2025-12-19 22:24:32,plant_2,line_A,swing,MC104,OP1290,6.2,grade_B,13.2,66.4,91.7,vision,none,0,0,0.0,1,0,20.0,1.129,15.2,0
M200842,2025-12-17 07:53:59,plant_1,line_A,swing,MC147,OP1344,11.21,grade_C,17.7,61.7,148.2,manual,none,0,1,22.7,1,0,54.5,1.812,41.2,0
M200843,2025-11-06 16:05:19,plant_1,line_B,day,MC155,OP1317,4.03,grade_A,9.8,66.1,134.4,manual,finish,1,1,25.8,1,0,70.8,2.028,53.47,0
M200844,2025-09-04 23:31:18,plant_1,line_D,day,MC135,OP1396,7.62,grade_A,12.8,40.3,104.0,manual,none,0,0,0.0,1,0,30.4,1.387,23.05,0
M200845,2025-07-26 16:37:54,plant_3,line_B,day,MC146,OP1358,7.15,grade_A,16.3,36.5,145.0,manual,none,0,1,14.0,1,0,43.3,1.509,32.75,0
M200846,2025-07-25 05:55:26,plant_2,line_A,day,MC139,OP1290,5.08,grade_B,15.1,42.8,142.7,vision,none,0,0,0.0,1,0,29.2,1.315,22.14,0
M200847,2026-01-06 21:11:45,plant_1,line_B,day,MC107,OP1054,1.12,grade_A,20.4,59.1,133.5,sensor,none,0,0,0.0,1,0,33.2,1.459,30.16,0
M200848,2025-09-22 08:22:53,plant_1,line_D,day,MC142,OP1373,6.48,grade_B,8.1,42.1,150.3,manual,scratch,2,1,27.8,0,0,63.0,1.857,47.58,0
M200849,2025-09-30 20:27:25,plant_3,line_A,swing,MC128,OP1145,2.58,grade_B,9.1,54.2,169.8,manual,none,0,0,0.0,1,0,38.4,1.712,29.11,0
M200850,2025-07-01 15:09:28,plant_1,line_C,day,MC107,OP1399,0.2,grade_C,12.0,37.9,153.6,manual,none,0,1,12.4,1,0,52.3,1.751,39.54,0
M200851,2025-11-21 21:36:04,plant_1,line_A,day,MC156,OP1419,0.25,grade_A,11.0,47.1,154.3,vision,none,0,0,0.0,1,0,31.6,1.375,23.95,0
M200852,2025-07-31 10:41:33,plant_2,line_C,day,MC118,OP1222,5.97,grade_B,15.0,39.0,90.6,vision,none,0,1,0.0,1,0,21.8,1.252,16.58,0
M200853,2025-09-04 07:11:01,plant_1,line_C,day,MC157,OP1409,6.09,grade_B,8.9,39.2,118.9,vision,none,0,0,0.0,1,0,31.7,1.376,24.02,0
M200854,2025-11-24 00:10:05,plant_2,line_A,night,MC107,OP1244,9.38,grade_A,14.4,64.2,110.1,vision,none,0,0,0.0,1,0,25.1,1.243,19.05,0
M200855,2025-12-09 23:18:42,plant_1,line_B,swing,MC140,OP1364,9.16,grade_A,12.2,64.4,132.8,vision,none,0,0,0.0,1,0,28.5,1.503,21.65,0
M200856,2025-12-27 10:57:37,plant_2,line_D,swing,MC155,OP1132,5.48,grade_A,14.0,67.2,78.7,manual,none,0,0,0.0,1,0,27.9,1.18,21.14,0
M200857,2025-07-10 18:06:10,plant_1,line_A,night,MC142,OP1177,4.04,grade_B,15.4,35.0,123.4,manual,none,0,1,12.2,1,0,40.8,1.504,30.87,0
M200858,2025-12-04 02:39:05,plant_2,line_C,day,MC118,OP1156,3.73,grade_B,13.5,72.9,90.2,vision,none,0,0,0.0,1,0,30.9,1.316,23.41,0
M200859,2025-11-23 19:36:22,plant_1,line_C,swing,MC105,OP1232,0.53,grade_A,18.2,69.7,148.1,manual,none,0,0,0.0,1,0,36.7,1.518,27.8,0
M200860,2025-10-26 07:27:20,plant_1,line_A,night,MC115,OP1114,7.44,grade_B,11.6,64.8,142.4,manual,none,0,1,11.9,1,0,38.6,1.429,29.21,0
M200861,2025-08-03 08:09:16,plant_1,line_C,night,MC150,OP1058,7.85,grade_A,12.9,35.4,151.4,vision,none,0,0,0.0,1,0,28.4,1.314,21.54,0
M200862,2025-08-09 20:08:37,plant_2,line_A,night,MC115,OP1134,7.14,grade_B,9.2,42.2,144.5,vision,none,0,0,0.0,1,0,29.8,1.434,22.61,0
M200863,2025-07-27 02:38:47,plant_3,line_A,day,MC154,OP1109,6.91,grade_A,12.4,42.3,124.5,manual,none,0,0,0.0,1,0,32.7,1.548,24.8,0
M200864,2025-10-08 12:05:33,plant_1,line_A,swing,MC137,OP1118,4.51,grade_B,7.1,51.6,126.0,vision,none,0,0,0.0,1,0,28.5,1.424,21.63,0
M200865,2025-12-17 22:08:25,plant_1,line_A,day,MC138,OP1078,7.89,grade_C,14.6,56.9,89.8,vision,none,0,0,0.0,1,0,30.9,1.395,23.43,0
M200866,2025-07-16 14:57:41,plant_2,line_A,swing,MC144,OP1423,7.5,grade_C,12.5,46.7,73.2,vision,none,0,0,0.0,1,0,19.9,1.105,15.12,0
M200867,2025-10-30 16:38:05,plant_1,line_C,day,MC134,OP1397,2.35,grade_B,13.2,50.4,130.0,vision,none,0,0,0.0,1,0,32.7,1.195,24.74,0
M200868,2025-08-20 07:29:54,plant_2,line_A,day,MC115,OP1120,5.44,grade_A,11.2,49.3,100.7,vision,none,0,1,1.6,1,0,36.2,1.386,27.4,0
M200869,2025-09-07 20:23:42,plant_3,line_A,night,MC131,OP1059,4.57,grade_B,13.2,39.5,74.7,manual,none,0,0,0.0,1,0,27.6,1.277,20.93,0
M200870,2025-10-13 09:27:49,plant_1,line_D,swing,MC126,OP1153,6.28,grade_C,11.9,58.3,130.1,vision,none,0,0,0.0,1,0,31.8,1.177,24.06,0
M200871,2026-01-10 07:15:48,plant_1,line_C,swing,MC138,OP1382,4.77,grade_A,16.9,70.2,81.6,manual,none,0,0,0.0,1,0,15.5,1.036,11.81,0
M200872,2025-11-04 06:54:52,plant_2,line_D,day,MC127,OP1260,9.9,grade_A,10.9,53.8,133.6,manual,none,0,0,0.0,1,0,30.0,1.458,22.76,0
M200873,2025-12-22 05:53:46,plant_3,line_C,night,MC112,OP1219,7.69,grade_A,20.1,65.2,89.3,manual,none,0,0,0.0,0,0,21.5,1.053,16.31,0
M200874,2025-08-20 00:28:07,plant_2,line_D,swing,MC130,OP1266,6.96,grade_A,11.1,43.9,91.8,vision,none,0,0,0.0,1,0,30.0,1.326,22.74,0
M200875,2025-11-29 19:26:51,plant_3,line_C,night,MC128,OP1310,3.98,grade_B,12.2,65.3,115.3,vision,none,0,0,0.0,1,0,33.1,1.397,25.08,0
M200876,2025-09-09 21:47:39,plant_1,line_D,night,MC152,OP1044,6.24,grade_B,11.0,48.5,145.5,manual,none,0,0,0.0,1,0,30.9,1.412,23.43,0
M200877,2025-10-22 06:44:40,plant_2,line_D,swing,MC142,OP1196,4.45,grade_A,10.0,57.0,98.9,sensor,dimension,1,1,12.6,1,0,33.7,1.417,30.53,0
M200878,2025-12-20 12:07:34,plant_2,line_C,day,MC153,OP1300,7.27,grade_A,19.9,68.2,144.3,vision,none,0,0,0.0,1,0,33.5,1.474,25.39,0
M200879,2025-08-14 20:54:19,plant_1,line_B,swing,MC154,OP1161,9.6,grade_C,9.9,37.6,119.6,sensor,none,0,0,0.0,1,0,24.8,1.394,23.85,0
M200880,2025-11-26 18:50:42,plant_3,line_C,swing,MC113,OP1365,4.17,grade_A,13.0,62.3,102.9,vision,none,0,0,0.0,1,0,24.8,1.166,18.81,0
M200881,2025-11-12 09:29:11,plant_3,line_C,swing,MC120,OP1041,2.47,grade_A,10.0,67.0,133.7,manual,none,0,0,0.0,0,0,32.4,1.404,24.55,0
M200882,2025-10-09 17:58:15,plant_1,line_C,day,MC125,OP1331,7.71,grade_B,6.0,58.0,75.9,manual,none,0,0,0.0,1,0,30.9,1.237,23.4,0
M200883,2025-07-14 12:45:48,plant_1,line_D,day,MC135,OP1068,9.62,grade_B,13.2,44.1,146.9,sensor,scratch,1,1,18.0,1,0,49.1,1.6,42.11,0
M200884,2025-11-23 00:47:15,plant_2,line_D,day,MC112,OP1444,12.31,grade_A,11.4,63.8,159.1,vision,none,0,1,11.0,1,0,43.5,1.835,32.96,0
M200885,2025-08-16 20:30:53,plant_1,line_D,day,MC133,OP1290,0.2,grade_A,12.3,38.5,138.5,vision,none,0,0,0.0,1,0,30.3,1.361,22.97,0
M200886,2025-11-25 23:49:07,plant_1,line_A,day,MC107,OP1076,1.96,grade_B,11.1,63.0,111.6,vision,none,0,1,23.9,1,0,42.0,1.528,31.78,0
M200887,2025-07-25 20:29:50,plant_1,line_C,day,MC129,OP1120,2.86,grade_C,15.6,28.5,95.1,manual,none,0,1,7.3,1,0,42.9,1.456,32.44,0
M200888,2025-10-05 07:00:22,plant_3,line_A,day,MC137,OP1248,0.2,grade_B,10.1,48.5,119.3,vision,none,0,0,0.0,1,0,31.4,1.432,23.81,0
M200889,2025-09-25 18:58:10,plant_1,line_B,day,MC141,OP1133,6.79,grade_B,5.0,53.1,108.0,manual,none,0,0,0.0,1,0,23.8,1.278,18.08,0
M200890,2025-08-17 06:22:06,plant_2,line_A,swing,MC105,OP1310,9.25,grade_A,5.0,44.3,109.9,vision,none,0,0,0.0,1,0,20.7,1.147,15.73,0
M200891,2025-12-05 03:21:07,plant_1,line_C,day,MC122,OP1258,6.37,grade_A,15.4,65.8,160.8,vision,none,0,0,0.0,1,0,34.6,1.576,26.23,0
M200892,2025-07-10 04:08:16,plant_1,line_A,swing,MC115,OP1121,4.98,grade_A,16.9,36.3,136.4,vision,none,0,1,0.0,1,0,27.3,1.257,20.7,0
M200893,2025-07-12 11:10:23,plant_2,line_D,day,MC157,OP1191,4.75,grade_B,22.0,38.2,113.5,manual,none,0,1,0.6,1,0,28.6,1.188,21.66,0
M200894,2025-12-29 14:51:20,plant_2,line_C,swing,MC148,OP1422,7.3,grade_A,15.2,67.4,87.8,vision,none,0,0,0.0,1,0,23.7,1.211,17.99,0
M200895,2025-11-28 21:35:49,plant_2,line_B,swing,MC100,OP1243,5.33,grade_B,11.2,68.2,127.2,vision,scratch,2,0,0.0,0,1,23.7,1.249,98.0,0
M200896,2025-12-02 04:47:48,plant_3,line_A,swing,MC142,OP1357,3.98,grade_B,13.7,64.4,60.0,manual,none,0,0,0.0,1,0,25.2,1.289,19.13,0
M200897,2025-09-22 16:00:30,plant_2,line_A,swing,MC133,OP1167,2.23,grade_A,6.6,55.8,102.1,vision,none,0,0,0.0,1,0,24.9,1.214,18.89,0
M200898,2025-07-14 07:01:30,plant_2,line_D,swing,MC128,OP1285,10.29,grade_B,12.6,26.8,153.8,vision,none,0,0,0.0,1,0,29.9,1.457,22.69,0
M200899,2025-08-18 08:27:09,plant_1,line_D,swing,MC108,OP1005,3.55,grade_B,11.8,36.5,161.8,manual,none,0,0,0.0,1,0,36.2,1.522,27.42,0
M200900,2025-08-19 00:29:35,plant_3,line_A,swing,MC158,OP1098,2.44,grade_B,12.5,35.5,157.0,vision,none,0,0,0.0,1,0,30.7,1.513,23.3,0
M200901,2025-12-27 16:47:52,plant_2,line_C,night,MC146,OP1360,7.3,grade_A,15.0,65.2,159.8,manual,none,0,0,0.0,1,0,36.3,1.362,27.47,0
M200902,2025-12-08 11:23:47,plant_1,line_D,swing,MC129,OP1022,9.33,grade_A,16.8,59.8,102.1,sensor,none,0,0,0.0,0,0,28.1,1.277,26.3,1
M200903,2025-10-23 03:51:37,plant_2,line_B,day,MC141,OP1434,3.4,grade_A,6.6,60.4,187.0,sensor,none,0,0,0.0,1,0,33.2,1.342,30.14,0
M200904,2025-11-14 01:10:25,plant_1,line_B,day,MC119,OP1232,5.59,grade_C,11.5,71.6,78.6,manual,finish,2,0,0.0,0,1,27.8,1.349,121.09,0
M200905,2025-12-18 18:09:55,plant_1,line_D,day,MC149,OP1188,4.26,grade_A,15.1,59.2,136.2,vision,none,0,0,0.0,1,0,28.4,1.256,21.53,0
M200906,2025-07-22 19:44:36,plant_2,line_A,day,MC146,OP1245,7.69,grade_C,12.4,40.1,133.5,vision,none,0,0,0.0,1,0,26.2,1.411,19.9,0
M200907,2025-11-01 10:51:04,plant_3,line_C,day,MC133,OP1029,4.52,grade_A,12.4,59.7,127.6,manual,scratch,1,0,0.0,0,0,25.3,1.292,19.21,0
M200908,2025-12-09 13:04:25,plant_2,line_C,day,MC145,OP1054,5.56,grade_C,19.0,74.0,101.1,vision,none,0,0,0.0,1,0,34.5,1.448,26.14,0
M200909,2025-09-29 10:51:15,plant_1,line_C,day,MC143,OP1242,10.27,grade_A,8.3,36.8,144.2,vision,none,0,0,0.0,1,0,19.3,1.206,14.69,0
M200910,2026-01-07 11:22:59,plant_1,line_B,night,MC114,OP1062,3.64,grade_A,18.4,61.4,113.3,sensor,none,0,0,0.0,1,0,28.7,1.444,26.78,0
M200911,2025-12-02 08:57:54,plant_2,line_D,day,MC114,OP1239,5.64,grade_C,18.7,68.9,138.1,manual,none,0,0,0.0,0,0,32.2,1.399,24.4,0
M200912,2025-12-05 16:24:30,plant_3,line_A,night,MC101,OP1009,4.38,grade_B,17.2,59.8,133.6,manual,none,0,0,0.0,1,0,34.4,1.494,26.07,0
M200913,2025-07-21 15:00:22,plant_2,line_D,day,MC122,OP1206,6.08,grade_A,14.5,33.5,115.3,manual,none,0,0,0.0,1,0,34.1,1.43,25.83,0
M200914,2025-08-21 13:22:14,plant_1,line_C,night,MC148,OP1392,8.3,grade_C,11.3,45.8,131.6,manual,none,0,0,0.0,1,0,41.9,1.5,31.69,0
M200915,2025-07-29 14:04:31,plant_2,line_B,day,MC140,OP1089,2.84,grade_B,15.5,50.8,100.9,sensor,none,0,0,0.0,1,0,26.7,1.252,25.25,0
M200916,2025-09-04 12:16:36,plant_3,line_B,swing,MC118,OP1294,7.08,grade_B,9.9,47.7,142.1,manual,none,0,1,0.0,1,0,37.8,1.491,28.62,0
M200917,2025-12-22 05:12:49,plant_2,line_C,swing,MC137,OP1245,7.52,grade_C,12.8,65.3,95.5,manual,contamination,1,1,21.7,1,0,49.4,1.607,37.34,0
M200918,2025-08-08 22:51:10,plant_1,line_A,day,MC111,OP1081,6.17,grade_A,16.5,39.2,91.6,manual,none,0,0,0.0,1,0,23.0,1.115,17.45,0
M200919,2025-07-27 16:28:16,plant_2,line_A,day,MC150,OP1209,6.03,grade_C,13.4,41.6,136.7,vision,none,0,0,0.0,1,0,34.9,1.308,26.41,0
M200920,2025-11-10 22:06:34,plant_1,line_D,swing,MC110,OP1323,4.91,grade_B,14.9,69.9,140.0,manual,none,0,0,0.0,1,0,32.7,1.371,24.77,0
M200921,2025-08-15 18:12:26,plant_3,line_A,day,MC148,OP1382,4.42,grade_B,13.9,37.4,140.1,manual,none,0,0,0.0,1,0,32.5,1.496,24.64,0
M200922,2025-07-26 12:34:47,plant_1,line_D,day,MC109,OP1230,1.67,grade_A,17.9,42.1,119.4,sensor,none,0,0,0.0,1,0,31.8,1.381,29.1,0
M200923,2025-11-23 03:08:51,plant_2,line_B,swing,MC118,OP1072,7.73,grade_A,11.6,80.6,128.6,vision,dimension,2,1,19.7,1,0,51.4,1.636,38.84,0
M200924,2026-01-14 01:28:47,plant_2,line_C,day,MC126,OP1032,5.37,grade_C,18.0,71.2,115.4,manual,none,0,1,0.0,1,0,33.0,1.309,24.99,0
M200925,2025-07-18 09:45:33,plant_2,line_A,night,MC130,OP1091,8.38,grade_A,17.1,33.8,174.7,manual,none,0,0,0.0,1,0,39.1,1.511,29.6,0
M200926,2025-07-26 12:46:05,plant_2,line_D,day,MC143,OP1387,7.26,grade_B,12.5,45.9,113.2,manual,none,0,0,0.0,1,0,28.4,1.298,21.53,0
M200927,2025-11-17 19:43:23,plant_3,line_C,swing,MC128,OP1035,13.0,grade_B,14.5,67.2,144.6,manual,none,0,0,0.0,1,0,34.2,1.311,25.89,0
M200928,2025-08-24 03:16:13,plant_1,line_B,night,MC133,OP1361,10.47,grade_B,13.9,48.8,73.7,sensor,none,0,0,0.0,1,0,17.4,1.096,18.25,0
M200929,2025-10-06 06:59:49,plant_1,line_B,night,MC114,OP1063,10.28,grade_B,12.0,54.8,175.3,manual,none,0,0,0.0,1,0,37.2,1.588,28.19,0
M200930,2025-09-01 11:30:40,plant_2,line_D,day,MC139,OP1304,8.7,grade_C,5.4,35.5,72.7,manual,none,0,0,0.0,1,0,27.7,1.39,21.03,0
M200931,2025-11-08 12:06:46,plant_1,line_A,day,MC134,OP1413,9.52,grade_B,15.3,63.0,97.4,vision,none,0,0,0.0,0,0,30.4,1.255,23.03,0
M200932,2025-07-05 20:59:46,plant_1,line_A,night,MC159,OP1028,8.23,grade_A,17.0,48.5,100.7,sensor,none,0,0,0.0,1,0,29.8,1.428,27.61,0
M200933,2025-07-17 02:31:16,plant_1,line_D,swing,MC135,OP1204,5.24,grade_B,15.8,43.0,133.2,vision,none,0,0,0.0,0,0,26.5,1.385,20.12,0
M200934,2025-09-14 04:39:46,plant_2,line_D,day,MC118,OP1163,8.45,grade_A,16.5,40.6,106.6,sensor,none,0,0,0.0,1,0,22.0,1.217,21.72,0
M200935,2025-08-09 14:10:50,plant_1,line_C,day,MC100,OP1137,6.32,grade_B,12.1,51.7,80.7,sensor,none,0,0,0.0,1,0,20.0,1.086,20.2,0
M200936,2025-09-22 02:59:18,plant_1,line_A,swing,MC118,OP1050,3.31,grade_B,7.1,39.5,102.4,manual,none,0,0,0.0,0,0,24.5,1.246,18.6,0
M200937,2025-07-16 02:03:38,plant_1,line_D,swing,MC152,OP1332,5.26,grade_B,14.3,36.8,168.6,manual,contamination,1,1,14.8,1,0,48.3,1.677,36.53,0
M200938,2026-01-01 01:31:28,plant_2,line_D,swing,MC145,OP1252,8.92,grade_B,19.3,67.6,83.0,sensor,none,0,0,0.0,1,0,31.3,1.445,28.74,0
M200939,2025-10-31 17:09:12,plant_2,line_A,day,MC101,OP1130,9.1,grade_C,8.5,52.5,63.1,sensor,none,0,0,0.0,0,0,23.4,1.029,22.74,0
M200940,2026-01-04 22:05:46,plant_2,line_B,night,MC139,OP1323,3.56,grade_A,19.2,69.7,98.4,sensor,none,0,0,0.0,0,0,25.9,1.284,24.66,0
M200941,2025-08-12 05:32:55,plant_1,line_A,swing,MC117,OP1037,3.43,grade_A,5.0,40.1,79.5,vision,none,0,0,0.0,1,0,28.2,1.309,21.39,0
M200942,2025-10-29 04:10:45,plant_1,line_D,day,MC149,OP1056,5.24,grade_B,9.3,61.6,136.2,vision,none,0,0,0.0,1,0,35.9,1.452,27.19,0
M200943,2025-08-04 23:45:09,plant_1,line_C,swing,MC132,OP1030,5.55,grade_B,12.3,41.5,141.2,manual,none,0,1,9.3,1,0,38.7,1.538,29.3,0
M200944,2025-08-17 02:17:16,plant_2,line_C,swing,MC102,OP1308,0.82,grade_B,13.9,35.2,130.5,sensor,none,0,0,0.0,1,0,34.4,1.458,31.06,0
M200945,2025-12-30 02:23:10,plant_2,line_C,day,MC102,OP1387,3.66,grade_C,20.4,67.0,95.3,manual,crack,1,0,0.0,0,0,30.6,1.276,23.18,0
M200946,2025-07-25 18:45:06,plant_2,line_C,swing,MC131,OP1034,1.12,grade_B,12.7,45.3,86.1,manual,none,0,0,0.0,1,0,25.2,1.21,19.12,0
M200947,2025-11-22 14:07:28,plant_2,line_A,swing,MC117,OP1120,5.18,grade_B,13.5,63.7,141.0,manual,none,0,0,0.0,1,0,30.5,1.304,23.11,0
M200948,2025-10-22 18:58:18,plant_2,line_D,swing,MC151,OP1212,2.02,grade_A,12.1,63.3,116.0,sensor,crack,3,1,41.4,1,0,73.8,1.875,60.69,0
M200949,2025-08-18 23:52:53,plant_1,line_B,day,MC141,OP1200,8.92,grade_C,7.8,42.8,148.7,sensor,none,0,0,0.0,1,0,35.8,1.536,32.13,0
M200950,2025-09-19 20:20:08,plant_1,line_A,day,MC158,OP1072,8.35,grade_B,5.0,39.7,106.6,manual,contamination,2,1,42.2,1,0,71.7,1.963,54.13,0
M200951,2025-09-18 06:52:45,plant_2,line_C,swing,MC150,OP1042,0.84,grade_B,5.6,45.9,112.4,vision,none,0,0,0.0,1,0,23.4,1.254,17.78,0
M200952,2025-07-24 04:02:07,plant_1,line_A,swing,MC158,OP1437,8.95,grade_B,13.6,40.9,141.8,vision,none,0,0,0.0,1,0,28.5,1.454,21.64,0
M200953,2025-11-19 17:56:43,plant_1,line_D,night,MC108,OP1178,5.02,grade_A,14.8,68.7,162.7,vision,finish,1,1,24.1,1,0,61.7,1.916,46.62,0
M200954,2025-08-26 08:34:45,plant_1,line_A,night,MC129,OP1223,6.88,grade_A,9.7,31.5,159.3,vision,none,0,0,0.0,0,0,24.8,1.326,18.84,0
M200955,2025-09-08 14:18:23,plant_3,line_C,swing,MC149,OP1388,1.9,grade_B,6.3,44.4,116.1,vision,none,0,0,0.0,1,0,30.0,1.366,22.75,0
M200956,2025-12-18 23:45:49,plant_2,line_D,swing,MC100,OP1152,2.42,grade_C,16.9,62.2,106.4,sensor,none,0,0,0.0,1,0,21.5,1.18,21.34,0
M200957,2026-01-05 19:05:52,plant_3,line_C,day,MC151,OP1019,3.4,grade_C,17.8,60.5,87.8,vision,finish,3,1,41.7,1,0,65.8,1.967,49.7,0
M200958,2025-09-18 11:20:34,plant_3,line_D,day,MC122,OP1060,11.22,grade_A,10.0,46.1,156.4,sensor,none,0,0,0.0,1,0,30.7,1.52,28.3,0
M200959,2026-01-11 22:08:38,plant_2,line_A,day,MC143,OP1427,6.37,grade_B,21.3,65.0,126.0,vision,none,0,0,0.0,1,0,30.5,1.431,23.13,0
M200960,2025-11-14 15:56:38,plant_2,line_A,swing,MC101,OP1389,2.76,grade_B,11.6,57.4,78.5,manual,none,0,0,0.0,0,0,28.2,1.05,21.34,0
M200961,2025-10-11 10:56:27,plant_1,line_B,swing,MC110,OP1149,6.11,grade_A,7.9,66.8,145.5,vision,none,0,0,0.0,1,0,27.7,1.345,21.02,0
M200962,2025-09-14 09:08:49,plant_1,line_D,day,MC115,OP1012,6.79,grade_B,7.4,42.5,104.1,vision,none,0,0,0.0,1,0,32.9,1.485,24.94,0
M200963,2025-10-03 03:08:47,plant_2,line_B,swing,MC134,OP1286,3.09,grade_A,5.2,57.1,131.5,manual,none,0,0,0.0,1,0,30.0,1.442,22.76,0
M200964,2025-12-01 17:33:15,plant_1,line_C,day,MC113,OP1078,1.18,grade_A,10.0,63.2,103.8,vision,none,0,0,0.0,1,0,24.4,1.233,18.52,0
M200965,2025-11-28 01:34:36,plant_2,line_D,night,MC140,OP1257,5.31,grade_A,15.8,74.3,79.5,vision,none,0,0,0.0,1,0,26.4,1.181,20.01,0
M200966,2026-01-03 08:44:19,plant_1,line_D,night,MC113,OP1282,7.93,grade_C,16.1,64.2,110.5,manual,crack,2,1,30.4,0,1,62.3,2.024,147.09,0
M200967,2025-07-01 13:35:18,plant_1,line_A,swing,MC154,OP1090,0.2,grade_B,20.3,27.4,156.5,vision,crack,2,1,29.7,1,0,57.1,1.827,43.15,0
M200968,2025-10-27 18:25:50,plant_1,line_A,day,MC117,OP1346,6.69,grade_B,8.1,61.6,128.1,vision,none,0,1,3.9,1,0,24.9,1.276,18.9,0
M200969,2025-10-29 19:51:44,plant_2,line_A,day,MC136,OP1293,6.51,grade_B,11.5,65.1,92.3,vision,none,0,1,0.5,1,0,24.6,1.195,18.67,0
M200970,2025-07-16 10:03:03,plant_1,line_D,night,MC140,OP1101,4.05,grade_A,13.0,46.0,124.5,manual,contamination,1,1,10.7,0,0,48.5,1.682,36.68,0
M200971,2025-09-13 11:35:32,plant_1,line_C,day,MC154,OP1112,2.07,grade_B,9.6,41.2,190.0,manual,none,0,0,0.0,1,0,36.0,1.515,27.27,0
